سريال تعرفه,كد ملي دارو,قيمت,از تاريخ تاثير قيمت,نام ژنريك,نام تجاري,شكل دارو,بيمارستاني يا تخصص,بيمارستاني,تاريخ تغيير قيمت,نيازمند کميسيون,گروه خدمت,ستاره دار,مجوز تجويز عمومي,مجوز تجويز ماما,بيمه اي,داروخانه مجاز به تاييد,استعلام اصالت,ويژگي,جنسيت مجاز,تعداد در نسخه
1655326,52633 ,18700,1402/08/20,ACETAMINOPHEN / OXYCODONE HYDROCHLORIDE 325 mg/10 mg,,tablet,نمي باشد,نمي باشد,1402/08/20,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1380213,53006 ,34900,1401/11/01,TELMISARTAN 20 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1401/11/01,مي باشد,عادي (بيماران خاص 70%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,240
1702245,53142 ,53460000,1403/02/30,"COAGULATION FACTOR VIII (RECOMBINANT) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL 2000 iU",,injection,نمي باشد,نمي باشد,1403/02/31,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,40
1656518,53082 ,9539600,1402/08/01,HUMAN PAPILLOMAVIRUS VACCINE (BIVALENT) 0.5 mL INJECTION PARENTERAL,,injection,نمي باشد,نمي باشد,1402/08/23,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,1
1694347,66669 ,186050,1403/02/04,PHYSICIAN FEE - HAGHE FANNI حق فني,خیریه,khadamat,نمي باشد,نمي باشد,1403/02/08,مي باشد,حق فني داروخانه,در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,دارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,1
1694351,66669 ,149050,1403/02/04,PHYSICIAN FEE - HAGHE FANNI حق فني,نظامی - عمومی غیر دولتی,khadamat,نمي باشد,نمي باشد,1403/02/08,مي باشد,حق فني داروخانه,در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,دارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,1
1637637,00021 ,18300,1402/07/22,ACICLOVIR 200MG,,tablet,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1711464,00038 ,10140,1403/04/16,ALLOPURINOL 100MG,,tablet,نمي باشد,نمي باشد,1403/04/16,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1238199,00088 ,21000,1401/04/23,ANTHOCYANOSIDE A,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1493180,00117 ,280200,1402/05/01,ATRACURIUM BESYLATE 10MG/ML 5ML,,ampoule,نمي باشد,مي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,10
1701497,00122 ,23800,1403/02/30,AZATHIOPRINE 50MG,,tablet,نمي باشد,نمي باشد,1403/02/31,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,400
1232485,00125 ,31350,1401/04/23,VITAMIN B COMPLEX,,ampoule,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,15
1711524,00130 ,12300,1403/04/16,BACLOFEN 25MG,,tablet,نمي باشد,نمي باشد,1403/04/16,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1219352,00142 ,480,1401/04/23,BENZOIC ACID_BULK,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1436204,00170 ,4742000,1401/12/22,BLEOMYCIN SULFATE 15 U,,vial,نمي باشد,نمي باشد,1401/12/21,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1228630,00186 ,16000,1401/04/23,BUSULFAN 2MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه(پايه90%-بيماران خاص10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1235129,50253 ,2903,1401/04/23,CALCIUM CARBONATE 500MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,500
1692716,00222 ,258900,1403/01/18,CEFAZOLIN 1 GR,,vial,مي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1350534,00286 ,3762000,1401/06/15,CHORIONIC GONADOTROPHIN (HUMAN) 5000 U,,vial,نمي باشد,نمي باشد,1401/08/21,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1467977,10757 ,288200,1402/03/21,CIPROFLOXACIN LACTATE 200MG/100ML INF BOTTLE,,infusion,نمي باشد,مي باشد,1402/03/21,مي باشد,عادي(پايه70%-بيماران خاص20%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1465502,00308 ,6520,1402/03/07,CLIDINIUM-C,,tablet,نمي باشد,نمي باشد,1402/03/08,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1685645,00321 ,11600,1403/01/07,CLOMIPRAMINE HCL 25MG,,tablet,نمي باشد,نمي باشد,1403/01/07,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1638725,00328 ,44200,1402/07/22,CLOTRIMAZOLE 100MG VAG,,tablet vaginal,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,30
1214272,00347 ,600,1401/04/23,COD LIVER OIL_BULK,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1214973,00452 ,1100000,1401/04/23,PROSTAGLANDIN E2 5MG/0.5ML (DINOPROSTONE),,ampoule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1209198,00461 ,12928,1401/04/23,DIPYRIDAMOLE 75MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1697177,00483 ,4350,1403/02/30,ENALAPRIL MALEATE 5MG,,tablet,نمي باشد,نمي باشد,1403/02/31,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1630974,00807 ,252200,1402/06/06,MENTHOL SALICYLATE,,ointment,نمي باشد,نمي باشد,1402/06/06,مي باشد,عادي(مكمل 85%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1685936,01003 ,84100,1403/01/07,VITAMIN K1 (PHYTOMENADIONE) 10MG/ML,,ampoule,نمي باشد,نمي باشد,1403/01/07,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1368073,01080 ,25650,1401/09/30,PYRIDOSTIGMINE BROMIDE 60MG,,tablet,نمي باشد,نمي باشد,1401/09/29,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,500
1493094,00497 ,471500,1402/05/01,ERYTHROMYCIN ETHYLSUCCINATE 200MG/5ML 100ML S 200MG,,powder for suspention,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1219904,01071 ,1750,1401/04/23,PROPYLENE GLYCOL_BULK,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1229447,00583 ,230000,1401/04/23,GELATIN MODIFIED 500 ML INFUSION 500ML INFUSION,,infusion,نمي باشد,مي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1219967,01105 ,120000,1401/04/23,SERUM RINGER 500 ML INF (147 meq/4.5 meq/4 meq/15meq/1L) INFUSION,,infusion,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1711452,00619 ,5800,1403/04/16,HALOPERIDOL 5MG,,tablet,نمي باشد,نمي باشد,1403/04/16,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1456119,00622 ,7680,1402/03/01,HEMATINIC,,capsule,نمي باشد,نمي باشد,1402/03/01,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1436396,00633 ,20000,1401/12/22,HYDRALAZINE HCL 25MG,,tablet,نمي باشد,نمي باشد,1401/12/21,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1493466,00654 ,19950,1402/05/01,HYOSCINE-N-BUTYL BROMIDE 10MG,,tablet,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1228287,00660 ,1800,1401/04/23,ICHTHYOL ICHTHAMMOL 1 KG,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1627066,00834 ,140100,1402/06/06,METHYLERGONOVINE MALEATE 0.2MG/ML,,ampoule,نمي باشد,نمي باشد,1402/06/06,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1655350,01122 ,366700,1402/08/20,SELENIUM SULFIDE %2/5,,shampoo,نمي باشد,نمي باشد,1402/08/20,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,2
1214375,00698 ,200000,1401/04/23,IOHEXOL 240MG I/ML 20 ML,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1705291,00769 ,2123000,1403/03/30,LOMUSTINE 40MG,,capsule,نمي باشد,نمي باشد,1403/03/30,مي باشد,ويژه(پايه90%-بيماران خاص10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1662358,00781 ,533400,1402/09/04,MANNITOL 10% INFUSION,,infusion,نمي باشد,نمي باشد,1402/09/07,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1458103,00791 ,100200,1402/03/01,MEDROXYPROGESTERONE ACETATE 150MG/ML,,ampoule,نمي باشد,نمي باشد,1402/03/01,مي باشد,عادي (پايه 90%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1711580,00797 ,985000,1403/04/16,MEGLUMINE ANTIMONATE 1.5G/5ML,,ampoule,نمي باشد,نمي باشد,1403/04/16,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1493150,02373 ,314400,1402/05/01,AZITHROMYCIN 200MG/5ML 30 ML SUSP,,suspension oral,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1707661,01413 ,434800,1403/04/16,BUPIVACAINE HCL 0.5% 4ML SPINAL INJ,,vial,نمي باشد,مي باشد,1403/04/16,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1441384,00855 ,168000,1402/01/15,MINOXIDIL 10MG,,tablet,نمي باشد,نمي باشد,1402/01/15,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,300
1220187,52160 ,45000,1401/04/23,L-CARNITINE 100 mg/1mL 60 mL,,solution oral,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (پايه 70% - مكمل 30%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,20
1204552,01472 ,10012,1401/04/23,DILTIAZEM HCL SR 120MG,,tablet extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1655330,01512 ,7970,1402/08/20,FLUOXETINE HCL 10MG,,capsule,نمي باشد,نمي باشد,1402/08/20,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1223908,01530 ,2278000,1401/04/23,HEPATITIS B IMMUNE GLOBULIN IM 200U/ML 1ML,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 95%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1226888,01576 ,30000,1401/04/23,LORAZEPAM 4MG/ML,,ampoule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,10
1241181,00872 ,25000,1401/01/01,MULTIVITAMIN EFF,,tablet effervescent,نمي باشد,نمي باشد,1401/05/01,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,30
1202581,00897 ,6265,1401/04/23,NICLOSAMIDE 500MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1224780,01697 ,3425993,1401/04/23,TRICLABENDAZOLE 250MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1222064,01719 ,74000,1401/04/23,NALTREXONE HCL 50MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,100
1355366,01727 ,9400,1401/08/24,NITROGLYCERIN 0.4 S.L PEARL,,pearl,نمي باشد,نمي باشد,1401/08/23,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1234746,01729 ,135000,1401/04/23,BRONCHO TD,,syrup,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1436752,01737 ,263303000,1401/12/22,ACTIVATED PROTHROMBIN COMPLEX CONC 1000,,injection,نمي باشد,نمي باشد,1401/12/21,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1487956,01753 ,88170,1402/03/24,MYCOPHENOLATE MOFETIL 500MG,,tablet,نمي باشد,نمي باشد,1402/03/24,مي باشد,ويژه(پايه85%-بيماران خاص15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,540
1684746,01758 ,213000,1403/01/07,CICLOSPORIN 50MG,,capsule,نمي باشد,نمي باشد,1403/01/07,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,400
1689724,00941 ,654900,1403/01/18,POTASSIUM CHLORIDE 15% P-BAG- 2 meq/1mL 50ML INJ,,vial,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,40
1221754,00946 ,30000,1401/04/23,PANCURONIUM BROMIDE 4MG/2ML,,ampoule,نمي باشد,مي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,20
1638225,00914 ,92500,1402/07/22,NITROGLYCERIN 5MG/ML 2ML,,ampoule,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1457075,00921 ,3480,1402/03/01,NORTRIPTYLINE HCL 10MG,,tablet,نمي باشد,نمي باشد,1402/03/01,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1338223,01838 ,504300,1401/08/01,CLARITHROMYCIN 125MG/5ML,,suspension,نمي باشد,نمي باشد,1401/08/02,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1240861,01861 ,500000,1401/04/23,"APROTININ 100,000IU/10ML",,ampoule,نمي باشد,مي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1374383,01872 ,5760,1401/10/20,FINASTERID 1MG,,tablet,نمي باشد,نمي باشد,1401/10/20,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1493224,01144 ,218200,1402/05/01,SERUM SODIUM CHLORIDE 0.9% 500ML INFUSION,,infusion,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1226058,01157 ,650,1401/04/23,SODIUM THIOSULFATE (HYPOSULFITE)_BULK,,bulk,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,
1638229,01164 ,8840,1402/07/22,SOTALOL HCL 80MG,,tablet,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1381890,01165 ,2030000,1401/11/05,LIPID INFUSION 10% (SOYA OIL) INFUSION,,infusion,مي باشد,نمي باشد,1401/11/05,مي باشد,عادي (پايه 90%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,15
1691720,01168 ,167000,1403/01/18,SPIRAMYCIN 500MG,,tablet,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1454499,01886 ,10600,1402/03/01,TOPIRAMATE 50MG,,tablet,نمي باشد,نمي باشد,1402/03/01,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
